trial,observation,date,site,taxidermy,audio_start,dis_video_start,close_video_start,angle_video_start,audio_finish,dis_video_finish,close_video_finish,angle_video_finish,audio_marker,time,number_male,number_female,total_sparrows,stationary,feeding,aggressive,freeze,mobbing,hide,mating,no_sparrows_arrive,no_sparrows_leave,wild_starling,wild_corvid,wild_gull,wild_raptor,wild_pigeon,wild_goldfinch,wild_other_passerine,human_disturbance,first_reveal,taxidermy_present,open,usable_stimuli,notes
1,1,21.04.24,lundy,empty,100912,101000,,,103444,101100,,,1_1,102845,,,3,,,,,,,,,,,,10,,,,,,0,closed,0,x,"10 herring gulls flew past, camera fell over, unknown no of sparrows"
2,2,21.04.25,lundy,woodpecker,130137,130030,,,134200,134140,,,,130432,,,2,,1,,,,,,,,,,,,,,,,,,0,,bo1 moved but didn’t open
2,3,21.04.25,lundy,woodpecker,130137,130030,,,134200,134140,,,,130408,,,6,,,,,,,,,,1,,,,,,,,,,0,,scared by starling
2,4,21.04.25,lundy,woodpecker,130137,130030,,,134200,134140,,,2_4,130947,,,6,,,,,,,,,,,,,,,,,,1,woodpecker_taxidermy,1,x,"accidental releace, starlings soon returned + behaved normally infront of woodpecker"
2,5,21.04.25,lundy,woodpecker,130137,130030,,,134200,134140,,,,131717,,,10,,,1,,1,,,,,1,,,,,,,,,,1,,"lot of sparrows call in bush, 40 sec"
2,6,21.04.25,lundy,woodpecker,130137,130030,,,134200,134140,,,,132647,,,3,,1,,,,,,,,,,,,,,,,,,1,,"3 feeding in guttering, no predator nearby"
2,7,21.04.25,lundy,woodpecker,130137,130030,,,134200,134140,,,2_7,132907,,,7,1,,1,,1,,,7,,3,2,,,,,,,0,woodpecker_taxidermy,1,x,"male call from roof (ravens flew over), other sparrows arrived, also attracted starlings"
2,8,21.04.25,lundy,woodpecker,130137,130030,,,134200,134140,,,,133037,,,7,,,1,,1,,,,,1,,,,,,,,,,1,,"scared by nesting starling, called but stayed"
2,9,21.04.25,lundy,woodpecker,130137,130030,,,134200,134140,,,2_9,133207,,,7,,,,1,,,,,,,2,,,,,,,0,woodpecker_taxidermy,1,x,"2 rooks flew over, freezing behaviour?"
2,10,21.04.25,lundy,woodpecker,130137,130030,,,134200,134140,,,,133613,,,7,,,,,,,,,5,,,,,,,,,,,1,,"distant sparrow calling, few flew towards it"
2,11,21.04.25,lundy,woodpecker,130137,130030,,,134200,134140,,,2_11,133737,,,2,,,,,,,,,,1,,,,,,,,0,woodpecker_taxidermy,1,x,"scared by starling, flew into bush"
3,12,21.04.24,lundy,woodpecker,173707,173800,,,181007,180945,,,3_12,174337,,,13,,,1,,1,,,,,3,2,,,,1,,,0,closed,0,x,"3 starlings and 2 ravens arrive (aimed at starlings?). 1 female calls, 12 others arrive to mob (sit on wall). Lasts 1.5min. Goldfinch arrived afterwards. Calling female remained viggalent on wall for 3 min afterwards."
3,13,21.04.24,lundy,woodpecker,173707,173800,,,181007,180945,,,3_13,175427,,,2,1,,,,,,,,,,,,,,,,,1,woodpecker_taxidermy,1,x,"ta1idermy reveal, no response"
3,14,21.04.24,lundy,woodpecker,173707,173800,,,181007,180945,,,3_14,175742,,,2,,,1,,1,,,,,1,,,,,,,,0,woodpecker_taxidermy,1,x,"female starling enter nest + nearby sparrows (unseen) start chirping, is starting scared?"
3,15,21.04.24,lundy,woodpecker,173707,173800,,,181007,180945,,,3_15,180657,,,2,,,,1,,,,,,,2,,,,,,,0,woodpecker_taxidermy,1,x,freeze when ravens fly over
3,16,21.04.24,lundy,woodpecker,173707,173800,,,181007,180945,,,,180930,,1,,,,,,,,,,,,,,,,,,,,,1,,female calls
4,17,22.04.24,lundy,starling,120505,120520,120550,,123215,123200,123230,,,121911,2,,2,,,,,,,,2,,,,,,,,,,,,0,,"2 arrive, 1 call"
4,18,22.04.24,lundy,starling,120505,120520,120550,,123215,123200,123230,,4_18,122120,1,1,2,,,1,,,,,,,,,3,,,,,,0,closed,0,x,"50 sec, male in aggressive stance"
4,19,22.04.24,lundy,starling,120505,120520,120550,,123215,123200,123230,,,122332,1,,1,,,,,,,,,,,,,,,,,,,,0,,call
4,20,22.04.24,lundy,starling,120505,120520,120550,,123215,123200,123230,,4_20,122412,,,2,,,,,,,,,,,,4,,,,,,0,closed,0,x,multiple unseen calling
4,21,22.04.24,lundy,starling,120505,120520,120550,,123215,123200,123230,,4_21,122810,1,1,2,,,,,,1,,,,1,,,,,,,,0,closed,0,x,hide in bush
4,22,22.04.24,lundy,starling,120505,120520,120550,,123215,123200,123230,,4_22,123200,3,,3,,,1,,,,,,,1,,,,,,,,1,starling_taxidermy,1,x,"bo1 open, starling also reacts (scared/confused?)"
4,23,22.04.24,lundy,starling,120505,120520,120550,,123215,123200,123230,,,123105,,,,,,,,,,,,,,,,,,,,1,,,1,,call due to me moving? Multiple unseen
5,24,22.04.24,lundy,sparrow,181400,181420,,,182730,182715,,,,181750,,,,,,,,,,,,,,,,,,,,,,,0,,"hidden, many singing"
5,25,22.04.24,lundy,sparrow,181400,181420,,,182730,182715,,,5_25,181800,,,3,,,,,,,,,,,1,,,,,,,0,closed,0,x,"raven fly over, sparrows call, 30sec"
5,26,22.04.24,lundy,sparrow,181400,181420,,,182730,182715,,,,182230,,,4,,,,,,,,,,,,,,,,,,,,0,,40 sec
5,27,22.04.24,lundy,sparrow,181400,181420,,,182730,182715,,,5_27,182330,1,,1,,,,,,,,,1,,,,,,,,,1,,1,x,reveal
5,28,22.04.24,lundy,sparrow,181400,181420,,,182730,182715,,,,182410,,,,,,,,,,,,,,,,,,,,,,,1,,distant chirp
5,29,22.04.24,lundy,sparrow,181400,181420,,,182730,182715,,,,182455,1,,1,,,,,,,,1,,,,,,,,,,,,1,,
5,30,22.04.24,lundy,sparrow,181400,181420,,,182730,182715,,,,182515,1,1,2,,,,,,,,1,,,,,,,,,,,,1,,
5,31,22.04.24,lundy,sparrow,181400,181420,,,182730,182715,,,,182535,2,1,3,,,,,,,,1,,,,,,,,,,,,1,,
5,32,22.04.24,lundy,sparrow,181400,181420,,,182730,182715,,,,182610,,,3,,,,,,,,,,,,,,,,,,,,1,,"no response to sparrow, but unusual how some arrived? Inquisitive?"
6,33,23.04.24,lundy,empty,82720,82750,82802,,85345,85405,85410,,,84330,,,,,,,,,,,,,,,,,,,,,,,0,,"unknown bird singing, 1+ in"
6,34,23.04.24,lundy,empty,82720,82750,82802,,85345,85405,85410,,6_34,84430,,,2,,,,,,,,,,,,,,,,,1,0,closed,0,x,washing put out
6,35,23.04.24,lundy,empty,82720,82750,82802,,85345,85405,85410,,6_35,84540,1,1,2,,,1,,,,,,,,,2,,,,,,0,closed,0,x,"sparrows calling on distant roof, 1 min 20 sec"
6,36,23.04.24,lundy,empty,82720,82750,82802,,85345,85405,85410,,,84710,,,,,,1,,,,,,,1,,,,,,,,,,0,,"continued calling after starling left, 40sec"
6,37,23.04.24,lundy,empty,82720,82750,82802,,85345,85405,85410,,6_37,84910,,1,1,,,,,,,,,1,,,,,,,,,1,empty_taxidermy,1,x,"reveal, no responce"
6,38,23.04.24,lundy,empty,82720,82750,82802,,85345,85405,85410,,,85000,,,,,,,,,,,,,,,,,,,,,,,0,,closed
6,39,23.04.24,lundy,empty,82720,82750,82802,,85345,85405,85410,,,85250,,,10,,,1,,,,,,,1,,,,,,,,,,0,,"distant calling, no stimuli seen, starling?"
7,40,23.04.24,lundy,sparrowhawk,160300,160440,,,161150,16130,,,,160800,,,,,,,,,,,,,,,,,,,,,,,1,,"accidental releace, distant chirping"
7,41,23.04.24,lundy,sparrowhawk,160300,160440,,,161150,16130,,,,160905,2,,2,,,1,1,,,,,,,,,,,2,,,,,1,,goldfinch and sparrows arrive
7,42,23.04.24,lundy,sparrowhawk,160300,160440,,,161150,16130,,,7_42,160945,2,,2,,,1,1,,,,,,1,,,,,2,,,1,sparrowhawk_taxidermy,1,x,starling arrives
7,43,23.04.24,lundy,sparrowhawk,160300,160440,,,161150,16130,,,,161030,2,,2,,,1,1,1,,,,,1,,,,,2,,,,,1,,all bird species in area calling
7,44,23.04.24,lundy,sparrowhawk,160300,160440,,,161150,16130,,,,,,,,,,,,,,,,,,2,,,,2,,,,,1,,"goldfinch starts to feed, 2 ravens arrived (after recording stopped) maybe to scavange on weaker prey? Attracted by alarm calls?"
8,45,24.04.24,lundy,starling,84353,84332,84115,,85734,85745,85720,,,84640,2,,2,,,,,,,,,,,,,,,,,,,,0,,"distant chirp, then arrive. Lasts for 20sec"
8,46,24.04.24,lundy,starling,84353,84332,84115,,85734,85745,85720,,8_46,84720,3,1,4,,,1,,1,,,,,1,,,,,2,,,0,closed,0,x,"mob starling, 2 goldfinch arrive, 70sec"
8,47,24.04.24,lundy,starling,84353,84332,84115,,85734,85745,85720,,8_47,84845,2,,2,,,,1,,1,,,1,,,,,,,,,1,starling_taxidermy,1,x,"open, 1 leave, 1 freeze+hide in guttering (didn’t leave until closed)"
8,48,24.04.24,lundy,starling,84353,84332,84115,,85734,85745,85720,,,84905,,,,,,,,,,,,,,,,,,,,,,,1,,"distant call, unrelated?"
8,49,24.04.24,lundy,starling,84353,84332,84115,,85734,85745,85720,,,85130,,,,,,,,,,,,,,,,,,,,,,,0,,closed
8,50,24.04.24,lundy,starling,84353,84332,84115,,85734,85745,85720,,,85202,1,,,,1,,,,,,1,,,,,,,,,,,,0,,arrive + feed
8,51,24.04.24,lundy,starling,84353,84332,84115,,85734,85745,85720,,,85240,,,,,,,,,,,,,,,1,,,,,,,,0,,
8,52,24.04.24,lundy,starling,84353,84332,84115,,85734,85745,85720,,,85307,1,1,2,,,,,,,,2,,,,,,,1,,,,,0,,2 sparrows and goldfinch arrive
8,53,24.04.24,lundy,starling,84353,84332,84115,,85734,85745,85720,,8_53,85330,1,1,2,,,,,,,,,,1,,,,,2,,,0,closed,0,x,
8,54,24.04.24,lundy,starling,84353,84332,84115,,85734,85745,85720,,,85440,1,1,2,,,,,,,,,,1,,,,,,,,,,0,,"distant call, 2 goldfinches leave"
8,55,24.04.24,lundy,starling,84353,84332,84115,,85734,85745,85720,,8_55,85530,1,2,3,,,,,,,,,2,,,,,,,,,1,starling_taxidermy,1,x,"open, 2 females leave, male stays + leaves after 35sec"
8,56,24.04.24,lundy,starling,84353,84332,84115,,85734,85745,85720,,,55620,2,1,3,,,,,,1,,,,,,,,,,,,,,1,,
8,57,24.04.24,lundy,starling,84353,84332,84115,,85734,85745,85720,,,85723,,,,,,,,,,,,,,,,,,,,,,,0,,closed
8,58,24.04.24,lundy,starling,84353,84332,84115,,85734,85745,85720,,,85800,,1,1,,,,,,,,,,,,,,,,,,,,0,,
9,59,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,9_59,140250,1,1,2,,,1,,,,,,,1,,,,,,,,0,closed,0,x,1 min
9,60,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,,140403,1,1,2,,,,,,,,,,,,,,,,,,,,0,,chirp
9,61,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,,140418,,,,,,,,,,,,,,,,,,,,,,,0,,rapid chirp
9,62,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,9_62,140150,2,1,3,,,,,,,,,,,,,,,,,,1,woodpecker_taxidermy,1,x,"open, chirp, no response"
9,63,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,,140512,2,1,3,,,,,,,,,3,,,,,,,,,,,1,,"""normal"" leave"
9,64,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,,140540,2,1,3,,,,,,,,,,,,,,,,,,,,1,,mating (or fight?) in bush
9,65,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,,140602,4,1,5,,,,,,,,,,,,,,,,,,,,1,,mating (or fight?) in bush
9,66,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,,140702,,,,,,,,,,,,,1,,,,,,,,,,1,,starling fly-past
9,67,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,,140730,,,,,,,,,,,,,,,,,,,,,,,1,,chirp
9,68,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,9_68,140832,,,2,,,1,,,,,,,2,,,,,,,,0,woodpecker_taxidermy,1,x,unseen
9,69,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,,140855,,,,,,1,,,,,,,1,,,,,,,,,,1,,distant 
9,70,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,,140955,,,,,,1,,1,,,,,1,,,,,,,,,,1,,"distant, potential mob?"
9,71,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,,141047,1,,1,,,1,,1,,,1,,,,,,,,,,,,1,,
9,72,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,,141200,,,,,,,,,,,,,,,,,,,,,,,1,,chirp
9,73,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,9_73,141220,,,2,,,1,,,,,,,,,2,,,2,,,0,woodpecker_taxidermy,1,x,"fast call, respond to gulls"
9,74,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,9_74,141415,1,1,2,,,,,1,,,,,2,,2,,,2,,,0,woodpecker_taxidermy,1,x,"no response to starlings but still aggressive towards gulls, maybe they prioratise the greatest threat?"
9,75,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,,141517,,,,,,,,,,,,,,,,,,,,,,,1,,2 goldfinch leave
9,76,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,,141540,,,,,,,,,,,,,,,,,,,,,,,1,,distant call
9,77,24.04.24,lundy,woodpecker,140214,140148,140158,,141810,141740,141750,,9_77,141600,2,2,4,,,1,,,,,,,1,,,,,,,,0,woodpecker_taxidermy,1,x,
10,78,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,101320,3,3,6,,,1,,,,,,,1,,,,,,,,,,0,,"starling distant, aggressive/alarm"
10,79,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,101420,2,2,4,,,1,,,,,,2,1,,,,,,,,,,0,,2 sparrows fly away
10,80,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,101445,,,3,,,,,,,,,,,,1,,,,,,,,0,,chrip
10,81,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,101510,1,,3,,,,,,,,1,,,,,,,,,,,,0,,
10,82,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,101525,,,3,,,,,,,,,,1,,,,,,,,,,0,,"not always scared of startling, maybe depends on starling's behaviour?"
10,83,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,101645,3,,3,,,1,,,1,,,,,,3,,,,,,,,0,,"aggressive and hide, gulls fly past"
10,84,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,101743,,,,,,,,,,,,,2,,,,,,,,,,0,,male/female starling nest changeover
10,85,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,101820,1,,1,,,,,,,,,1,1,,,,,,,,,,0,,scared + fly away from starling
10,86,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,101855,,,,,,,,,,,,,,,,,,,,,,,0,,fly-by
10,87,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,101940,,,,,,1,,,,,,,2,,,,,,,,,,0,,distant
10,88,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,102040,4,,4,,,,,,,,,,2,,4,,,,,,,,0,,"arrive and agressive call, starlings and distant gulls"
10,89,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,102243,,,,,,1,,1,,,,,,,,,,,,,,,0,,
10,90,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,102320,,,5,,,,,,,,,,1,,,,,,,,,,0,,distant starling
10,91,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,CHECK,,,5,,,,,,,,,,,,,,,,,,,,1,,"open, no reaction"
10,92,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,102452,,,,,,,,,,,,,,,,,,,,,,,0,,close
10,93,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,102538,,,,,,,,,,,,,,,,,,1,,,,,0,,goldfinsh calls + leaves shortly after
10,94,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,102630,1,1,2,,,,,,,,,,,,,,,,,,,,1,,"open, chirp"
10,95,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,102653,2,1,3,,,,,,,,1,,,,,,,,,,,,1,,
10,96,25.04.24,lundy,sparrow,,101130,101156,,,102903,102918,,,102725,3,1,4,,,,,1,,,,,,,1,,,,,,,,1,,"potential mob, don’t like pink sticker or unknown individual? Didn’t last long."
11,97,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,131200,1,,1,1,,,,,,,,,,,,,,,,,,,0,,call to attract others?
11,98,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,131230,4,,4,1,,,,,,,3,,,,,,,,,,,,0,,
11,99,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,11_99,131256,4,1,5,,,,,,,,,5,,,,,,,,1,0,closed,0,x,
11,100,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,11_100,131432,,1,1,,,,,,,,,1,1,,,,,,,,0,closed,0,x,"starling arrive, sparrow leave"
11,101,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,131455,,1,1,,,,1,,,,,,1,,,,,,,,,,0,,starling call
11,102,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,131540,,1,1,,,,1,,,,,,1,,,,,,,,,,0,,starling call
11,103,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,131555,,,4,,,,,,,,,,,,,,,,,,,,0,,"3 fly-by, 1 stationary"
11,104,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,131625,,,4,,,1,,,,,,,1,,,,,,,,,,0,,distant
11,105,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,131650,,,4,,,,,,,,,,,,,,,,,,,,0,,chirp
11,106,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,131712,,,5,,,1,,,,,,,,,,,,,,1,,,0,,"rapid call, ~1 min"
11,107,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,11_107,131807,,1,1,,,,,,,,,,1,,,,,,,,0,closed,0,x,starling + sparrow call
11,108,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,131835,,1,1,,,,,,,,,,4,,,,,,,,,,0,,sparrow sit ne1t to starling
11,109,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,131848,,1,1,,,,,,,,,1,5,,,,,,,,,,0,,
11,110,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,131935,,,,,,,,,,,,,4,,,,,,,,,,0,,unusual starling call
11,111,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,131955,,,,,,,,,,,,,4,,,,,,,,,,0,,distant chirp
11,112,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,132025,,1,1,,,1,,,,,,,4,,,,,,,,,,0,,
11,113,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,132135,1,1,2,,,1,,,,,,,1,,,,,,,,,,0,,3 starlings leave
11,114,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,132206,1,,1,,,1,,,,,,,,,,,,,,,,,0,,1starling leave
11,115,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,11_115,132230,1,,1,,,,,,,,,,,,,,,,,,1,sparrowhawk_taxidermy,1,x,"open, unseen"
11,116,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,132250,1,,1,,,,,,,,,,,,,,,,,,,,1,,call
11,117,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,132340,1,,1,,,1,,,,,,,,,,,,,,,,,1,,
11,118,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,11_118,132350,1,,1,,,,,,,,,1,,,,,,,,,0,sparrowhawk_taxidermy,1,x,flys away (from ta1idermy?)
11,119,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,11_119,132440,,,3,,,1,,1,,,,,,,,,,,,,,,1,,"1 male near, 2 on roof, alarm call, watching sparrowhawk, NO STIMULI BUT BOX OPEN"
11,120,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,132545,,,4,,,1,,1,,,1,,,,,,,,,,,,1,,female arrive
11,121,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,132705,,,4,,,1,,1,,,,,,,,,,,,,,,1,,call
11,122,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,132755,,,4,,,1,,1,,,,,,,,,,,,,,,1,,call
11,123,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,11_123,132850,,,4,,,1,,1,,,,,,,,,,1,,1,0,sparrowhawk_taxidermy,1,x,call
11,124,25.04.24,lundy,sparrowhawk,131054,131105,,131112,133050,133030,,133045,,132950,,,5,,,1,,1,,,1,,,,,,,,,,,,1,,still calling but gaining confidence arround ta1idermy
12,125,26.04.24,lundy,starling,92425,92505,,92450,94046,94038,,94028,12_125,92700,,,4,,,,,,,,,,,1,,,,,,,0,closed,0,x,call
12,126,26.04.24,lundy,starling,92425,92505,,92450,94046,94038,,94028,12_126,92740,,,4,,,,,,,,,,,,,,,,,,1,starling_taxidermy,1,x,open
12,127,26.04.24,lundy,starling,92425,92505,,92450,94046,94038,,94028,,92750,,,4,,,,,,,,,,1,,,,,,,,,,1,,starling call
12,128,26.04.24,lundy,starling,92425,92505,,92450,94046,94038,,94028,,92800,,,4,,,1,,,,,,,1,,,,,,,,,,1,,rapid chirp
12,129,26.04.24,lundy,starling,92425,92505,,92450,94046,94038,,94028,,92822,,,,,,,,,,,,,1,,,,,,,,,,1,,nesting starling nervous
12,130,26.04.24,lundy,starling,92425,92505,,92450,94046,94038,,94028,,92855,,,,,,,,,,,,,,,,,,,,,,,0,,"closed, starling leaves"
12,131,26.04.24,lundy,starling,92425,92505,,92450,94046,94038,,94028,,92940,,,,,,,,,,,,,,,,,,,,,,,0,,distant chirp
12,132,26.04.24,lundy,starling,92425,92505,,92450,94046,94038,,94028,,93025,,1,1,,,,,,,,1,,,,,,,,,,,,0,,
