trial,observation,date,site,taxidermy,audio_start,dis_video_start,close_video_start,angle_video_start,audio_finish,dis_video_finish,close_video_finish,angle_video_finish,audio_marker,time,number_male,number_female,total_sparrows,stationary,feeding,aggressive,freeze,mobbing,hide,mating,no_sparrows_arrive,no_sparrows_leave,wild_starling,wild_corvid,wild_gull,wild_raptor,wild_pigeon,wild_goldfinch,wild_other_passerine,human_disturbance,first_reveal,taxidermy_present,open,usable_stimuli,notes
23,273,08.05.24,lundy,woodpecker,,175143,,175205,,180615,,180523,,175645,,1,1,,,1,,,,,,,1,,,,,,,,,,1,,
23,274,08.05.24,lundy,woodpecker,,175143,,175205,,180615,,180523,,175828,,1,1,,,,,,,,,,,,,,,,,,,,1,,
23,275,08.05.24,lundy,woodpecker,,175143,,175205,,180615,,180523,,175845,,2,2,,,,,,,,,,1,,,,,,,,,,1,,
23,276,08.05.24,lundy,woodpecker,,175143,,175205,,180615,,180523,,175909,1,,1,,,,,,,,,,,,,,,1,,,,,1,,sit near ta1idermy
23,277,08.05.24,lundy,woodpecker,,175143,,175205,,180615,,180523,,175940,1,1,2,,,,,,,,,,,,,,,1,,,,,1,,
23,278,08.05.24,lundy,woodpecker,,175143,,175205,,180615,,180523,,180048,,1,1,,,,,,,,,1,,,,,,,,,,,1,,
23,279,08.05.24,lundy,woodpecker,,175143,,175205,,180615,,180523,,180220,,,,,,,,,,,,,,,,,,,,,,,1,,"close, chirp (human disturbance)"
23,280,08.05.24,lundy,woodpecker,,175143,,175205,,180615,,180523,,180320,,,2,,,,,,,,,,3,,,,,,,,,,1,,
23,281,08.05.24,lundy,woodpecker,,175143,,175205,,180615,,180523,,180421,,,5,,,,,,,,,,3,,1,,,,,,,,1,,"sparrow fly-by + call, starling aggressive on roof"
23,282,08.05.24,lundy,woodpecker,,175143,,175205,,180615,,180523,,180605,,,,,,,,,,,,,,,,,,,,1,,,1,,chirp
24,283,09.05.24,lundy,starling,123845,123730,,123750,125053,125015,,125026,,123950,,,,,,1,,,,,,,,,,,,,,,,,0,,distant chirp
24,284,09.05.24,lundy,starling,123845,123730,,123750,125053,125015,,125026,24_284,124020,,,1,,,1,,,,,,,2,,,,,,,,0,closed,0,x,starlings call and distant chirp
24,285,09.05.24,lundy,starling,123845,123730,,123750,125053,125015,,125026,24_285,124148,,1,1,,,,1,,,,,,1,,,,,,,,1,starling_taxidermy,1,x,"open, nesting female sits on wall, vigilant"
24,286,09.05.24,lundy,starling,123845,123730,,123750,125053,125015,,125026,,124218,,1,1,,,,1,,,,,,,,,,,,,,,,1,,vigilant
24,287,09.05.24,lundy,starling,123845,123730,,123750,125053,125015,,125026,24_287,124245,,1,1,,,,1,,,,,,3,,,,,,,,0,starling_taxidermy,1,x,vigilant
24,288,09.05.24,lundy,starling,123845,123730,,123750,125053,125015,,125026,,124350,1,1,2,1,,,1,,,,,,,,,,,,,,,,1,,vigilant
24,289,09.05.24,lundy,starling,123845,123730,,123750,125053,125015,,125026,,124448,,1,1,,,,1,,,,,,,,,,,,,,,,0,,"vigilant, close"
24,290,09.05.24,lundy,starling,123845,123730,,123750,125053,125015,,125026,24_290,124540,3,1,4,,,,,,,,,,1,,,,,,,,0,closed,0,x,starling calls with nest material
24,291,09.05.24,lundy,starling,123845,123730,,123750,125053,125015,,125026,,124624,3,1,4,,,,,,,,,,,,,,,,,,,,0,,chirp
24,292,09.05.24,lundy,starling,123845,123730,,123750,125053,125015,,125026,24_292,124716,1,1,2,,,,,,,,,,,,,,,,,,1,starling_taxidermy,1,x,"open, nesting female sits on wall, vigilant"
24,293,09.05.24,lundy,starling,123845,123730,,123750,125053,125015,,125026,,124725,1,1,2,,,,,,,,,,,,,,,,,,,,1,,rapid chirp
24,294,09.05.24,lundy,starling,123845,123730,,123750,125053,125015,,125026,,124833,1,1,2,,,,,,,,,,,,,,,,,,,,1,,chirp
24,295,09.05.24,lundy,starling,123845,123730,,123750,125053,125015,,125026,,124845,1,1,2,,,1,,,,,,,,,,,,,,,,,1,,aggressive chirp
24,296,09.05.24,lundy,starling,123845,123730,,123750,125053,125015,,125026,,124915,4,2,6,,,1,,1,,,,,,,,,,,,,,,1,,all sit on wall + call
25,297,25.05.24,essex,empty,121150,121125,,,122820,122857,,,,121245,,,,,,,,,,,,,,,,,,,,,,,0,,
25,298,25.05.24,essex,empty,121150,121125,,,122820,122857,,,,121415,,,,,,,,,,,,,,,,,,,,,,,0,,
25,299,25.05.24,essex,empty,121150,121125,,,122820,122857,,,,121425,,,,,,,,,,,,,,,,,1,,,,,,0,,
25,300,25.05.24,essex,empty,121150,121125,,,122820,122857,,,25_300,121432,2,,2,,,,,,,,,,1,,,,,,,,0,closed,0,x,
25,301,25.05.24,essex,empty,121150,121125,,,122820,122857,,,,121450,2,1,3,,,,,,,,,1,,,,,,,,,,,0,,
25,302,25.05.24,essex,empty,121150,121125,,,122820,122857,,,,121518,2,1,3,,1,,,,,,,,,,,,,,,,,,0,,
25,303,25.05.24,essex,empty,121150,121125,,,122820,122857,,,25_303,121600,2,1,3,,,,,,,,,,,,1,,,,,,0,closed,0,x,
25,304,25.05.24,essex,empty,121150,121125,,,122820,122857,,,,121725,1,2,3,,,,,,,,,,,,,,1,,,,,,0,,
25,305,25.05.24,essex,empty,121150,121125,,,122820,122857,,,,121730,1,3,4,,,,,,,,,,,,,,,,,,,,0,,
25,306,25.05.24,essex,empty,121150,121125,,,122820,122857,,,,121745,,3,3,,1,,,,,,,,,,,,,,,,,,0,,
25,307,25.05.24,essex,empty,121150,121125,,,122820,122857,,,25_307,121835,2,3,5,,,,,,,,,3,2,,,,,,,,0,closed,0,x,
25,308,25.05.24,essex,empty,121150,121125,,,122820,122857,,,,121928,,,,,,,,,,,,,1,,,,,,,,,,0,,
25,309,25.05.24,essex,empty,121150,121125,,,122820,122857,,,,122000,,1,1,,,,,,,,1,,,,,,,,,,,,0,,
25,310,25.05.24,essex,empty,121150,121125,,,122820,122857,,,,122015,,2,2,,,,,,,,1,,,,,,,,,,,,0,,
25,311,25.05.24,essex,empty,121150,121125,,,122820,122857,,,,122027,,2,2,,,,,,,,,,,,,,,,,,,,0,,
25,312,25.05.24,essex,empty,121150,121125,,,122820,122857,,,25_312,122043,1,2,3,,,,1,,,,,,,1,,,,,,1,0,closed,0,x,
25,313,25.05.24,essex,empty,121150,121125,,,122820,122857,,,,122115,1,1,2,,,,,,,,,,,,,,,,,,,,0,,tail bob
25,314,25.05.24,essex,empty,121150,121125,,,122820,122857,,,,122245,,,3,,,,,,,,,,,,,,,,,,,,0,,
25,315,25.05.24,essex,empty,121150,121125,,,122820,122857,,,25_315,122305,,,4,,,,,,,,,,1,,,,,,,,0,closed,0,x,
25,316,25.05.24,essex,empty,121150,121125,,,122820,122857,,,25_316,122445,1,1,2,,,,,,,,,,,,,,,,,,1,empty_taxidermy,1,x,
25,317,25.05.24,essex,empty,121150,121125,,,122820,122857,,,,122515,,,3,,,,,,,,,,,,,,,,,,,,1,,
25,318,25.05.24,essex,empty,121150,121125,,,122820,122857,,,,122528,,,3,,,,,,,,,,3,,,,,,,,,,1,,
25,319,25.05.24,essex,empty,121150,121125,,,122820,122857,,,,122555,,,3,,,,,,,,,,,,,,,,,1,,,1,,
25,320,25.05.24,essex,empty,121150,121125,,,122820,122857,,,25_320,122800,,,4,,,,,,,,,,1,,,,,,,1,0,empty_taxidermy,1,x,
26,321,26.05.24,essex,starling,143938,144038,,,145325,145250,,,,144120,1,,1,,1,,,,,,,,,,,,,,,,,,0,,
26,322,26.05.24,essex,starling,143938,144038,,,145325,145250,,,,144150,2,,2,,,,,,,,,,,,,,,,,,,,0,,
26,323,26.05.24,essex,starling,143938,144038,,,145325,145250,,,26_323,144228,2,,2,,,,1,,,,,,1,,,,,,,,0,closed,0,x,
26,324,26.05.24,essex,starling,143938,144038,,,145325,145250,,,,144359,2,1,3,,1,,,,,,,,,,,,,,,,,,0,,
26,325,26.05.24,essex,starling,143938,144038,,,145325,145250,,,26_325,144430,1,,1,,,,,,,,,1,,,,,,,,,1,starling_taxidermy,1,x,
26,326,26.05.24,essex,starling,143938,144038,,,145325,145250,,,,144445,,,3,,,1,,,,,,,,,,,,,,,,,1,,
26,327,26.05.24,essex,starling,143938,144038,,,145325,145250,,,,144450,,,3,,,1,,,,,,,2,,,,,,,,,,1,,
26,328,26.05.24,essex,starling,143938,144038,,,145325,145250,,,,144520,,,3,,,1,,,,,,,2,,,,1,,,,,,1,,
26,329,26.05.24,essex,starling,143938,144038,,,145325,145250,,,,142605,,,3,,1,,,,,,,,3,,,,,,,,,,1,,
26,330,26.05.24,essex,starling,143938,144038,,,145325,145250,,,,144700,,,3,,,1,,,,,,3,5,,,,,,,,,,1,,
26,331,26.05.24,essex,starling,143938,144038,,,145325,145250,,,,144750,2,1,3,,1,,,,,,,,5,,,,,,,,,,1,,
26,332,26.05.24,essex,starling,143938,144038,,,145325,145250,,,26_332,144903,2,1,3,,1,,,,,,,,6,,,,,,,,0,starling_taxidermy,1,x,
26,333,26.05.24,essex,starling,143938,144038,,,145325,145250,,,,144938,3,2,5,,1,,,,,,,,10,,,,,,,,,,1,,
26,334,26.05.24,essex,starling,143938,144038,,,145325,145250,,,26_334,145021,3,2,5,,,,,,,,,5,,1,,,,,,,0,starling_taxidermy,1,x,
26,335,26.05.24,essex,starling,143938,144038,,,145325,145250,,,,145100,,,,,,,,1,,,,,2,1,,,,,,,,,1,,
26,336,26.05.24,essex,starling,143938,144038,,,145325,145250,,,26_336,145130,1,,1,,,1,,,,,,,2,1,,,1,,,,0,starling_taxidermy,1,x,
27,337,27.05.24,essex,sparrow,104200,104232,,,104200,104232,,,,104310,,,,,,,,,,,,,1,,,,,,,,,,0,,
27,338,27.05.24,essex,sparrow,104200,104232,,,104200,104232,,,,104330,,,1,,1,,,,,,,,,,,,,,,,,,0,,
27,339,27.05.24,essex,sparrow,104200,104232,,,104200,104232,,,,104435,1,,1,,,,,,,,,,,,,,,,,,,,0,,
27,340,27.05.24,essex,sparrow,104200,104232,,,104200,104232,,,,104513,1,,1,,,,,,,,,1,,,,,,,,,,,0,,
27,341,27.05.24,essex,sparrow,104200,104232,,,104200,104232,,,27_341,104613,,,1,,,,,,,,,,1,,,,,,,,0,closed,0,x,
27,342,27.05.24,essex,sparrow,104200,104232,,,104200,104232,,,,104725,1,,1,,,,,,,,,,,,,,,,,,,,0,,
27,343,27.05.24,essex,sparrow,104200,104232,,,104200,104232,,,,104735,2,2,4,,1,,,,,,2,,,,,,,,,,,,0,,
27,344,27.05.24,essex,sparrow,104200,104232,,,104200,104232,,,27_344,104800,2,2,4,,,1,,,,,,,,,,,,,1,,1,sparrow_taxidermy,1,x,blue tit feed
27,345,27.05.24,essex,sparrow,104200,104232,,,104200,104232,,,27_345,105037,,,4,,,,,,,,,,2,,,,,,,,0,sparrow_taxidermy,1,x,
27,346,27.05.24,essex,sparrow,104200,104232,,,104200,104232,,,,105110,2,1,3,,1,,,,,,,,1,,,,,,,,,,1,,
27,347,27.05.24,essex,sparrow,104200,104232,,,104200,104232,,,,105216,1,,1,,,,,,,,,,,,,,,,,,,,1,,
27,348,27.05.24,essex,sparrow,104200,104232,,,104200,104232,,,,105242,1,,1,,1,,,,,,,,,,,,,,,,,,1,,
27,349,27.05.24,essex,sparrow,104200,104232,,,104200,104232,,,,105308,1,1,2,,1,,,,,,1,,,,,,,,,,,,1,,
27,350,27.05.24,essex,sparrow,104200,104232,,,104200,104232,,,27_350,105340,2,1,3,,,1,,1,,,,,1,,,,,,,,0,sparrow_taxidermy,1,x,
27,351,27.05.24,essex,sparrow,104200,104232,,,104200,104232,,,,105415,3,1,4,,,1,,1,,,1,,,,,,,,,,,,1,,
27,352,27.05.24,essex,sparrow,104200,104232,,,104200,104232,,,,105440,3,1,4,,,1,,1,,,,,,1,,,,,,,,,1,,
28,353,29.05.24,essex,woodpecker,121900,,,,122853,,,,,122036,1,,1,,1,,,,,,,,,,,,,,,,,,0,,
28,354,29.05.24,essex,woodpecker,121900,,,,122853,,,,,122054,3,2,5,,,,,,,,5,,,,,,,,,,,,0,,
28,355,29.05.24,essex,woodpecker,121900,,,,122853,,,,28_355,122119,3,2,5,,1,,,,,,,,,,,,,,,,1,woodpecker_taxidermy,1,x,
28,356,29.05.24,essex,woodpecker,121900,,,,122853,,,,,122150,3,2,5,,,,,,,,,,,,,,,,,,,,1,,
28,357,29.05.24,essex,woodpecker,121900,,,,122853,,,,,122200,3,2,5,,,,,,,,,,,,,,,,,,,,1,,
28,358,29.05.24,essex,woodpecker,121900,,,,122853,,,,,122222,5,3,8,,1,1,,1,,,3,,,,,,,,,,,,1,,
28,359,29.05.24,essex,woodpecker,121900,,,,122853,,,,28_359,122300,5,3,8,,1,1,,1,,,,,,,3,,,,,,0,woodpecker_taxidermy,1,x,
28,360,29.05.24,essex,woodpecker,121900,,,,122853,,,,,122336,5,4,9,,,,,,,,4,,,,,,,,,,,,1,,
28,361,29.05.24,essex,woodpecker,121900,,,,122853,,,,,122355,5,4,9,,1,,,,,1,,,,,,,,,,,,,1,,
28,362,29.05.24,essex,woodpecker,121900,,,,122853,,,,,122531,2,3,5,,1,,,,,,,,,,,,,,,,,,1,,
28,363,29.05.24,essex,woodpecker,121900,,,,122853,,,,,122641,2,3,5,,,,,,,,,2,,,,,,,,,,,1,,
28,364,29.05.24,essex,woodpecker,121900,,,,122853,,,,28_364,122708,2,1,3,,,1,,,,,,2,3,,,,,,,,0,woodpecker_taxidermy,1,x,
28,365,29.05.24,essex,woodpecker,121900,,,,122853,,,,,122800,2,1,3,,,,,,,,,2,3,,,,,,,,,,1,,
29,366,04.06.24,essex,sparrowhawk,111225,,,,112302,,,,,111315,2,1,3,,1,,,,,,,,,,,,,,,,,,0,,
29,367,04.06.24,essex,sparrowhawk,111225,,,,112302,,,,,111350,2,2,4,,1,,,,,,,,,,,,,,,1,,,0,,
29,368,04.06.24,essex,sparrowhawk,111225,,,,112302,,,,29_368,111415,2,2,4,1,,,,,,,,,1,,,,,,,,0,closed,0,x,
29,369,04.06.24,essex,sparrowhawk,111225,,,,112302,,,,29_369,111518,3,1,4,,1,,,,,,,,,,1,,,,,,0,closed,0,x,
29,370,04.06.24,essex,sparrowhawk,111225,,,,112302,,,,,111550,3,2,5,,,,,,,,,,,,,,,,,,,,0,,
29,371,04.06.24,essex,sparrowhawk,111225,,,,112302,,,,29_371,111615,3,2,5,,1,1,,,,,,,,,,,,,,1,0,closed,0,x,
29,372,04.06.24,essex,sparrowhawk,111225,,,,112302,,,,,111712,5,2,7,,1,1,1,,,,3,,,,,,,,,,,,0,,
29,373,04.06.24,essex,sparrowhawk,111225,,,,112302,,,,29_373,111841,3,2,5,,1,,,,,,,,,,,,,,,,1,sparrowhawk_taxidermy,1,x,
29,374,04.06.24,essex,sparrowhawk,111225,,,,112302,,,,,111945,,1,1,,1,,,,1,,,,,,,,,,,,,,1,,
29,375,04.06.24,essex,sparrowhawk,111225,,,,112302,,,,,112103,1,1,2,,1,,,,,,1,,,,,,,,,,,,1,,
29,376,04.06.24,essex,sparrowhawk,111225,,,,112302,,,,29_376,112120,1,1,2,,1,,,,,,,,1,,,,,,,,0,sparrowhawk_taxidermy,1,x,
29,377,04.06.24,essex,sparrowhawk,111225,,,,112302,,,,,112340,1,1,2,,,,,,,,,,1,,,,,,,1,,,1,,
30,378,09.06.24,ascot,empty,130225,,,,131445,,,,30_378,130320,,,,,,,,,,,,,1,,,,,,,,0,closed,0,x,
30,379,09.06.24,ascot,empty,130225,,,,131445,,,,,130340,1,,1,1,,,,,,,1,,,,,,,,,,,,0,,
30,380,09.06.24,ascot,empty,130225,,,,131445,,,,,130445,1,1,2,1,,,,,,,,,,,,,2,,,,,,0,,
30,381,09.06.24,ascot,empty,130225,,,,131445,,,,30_381,130520,1,,1,,,,,,,,,,1,,,,,,,,0,closed,0,x,
30,382,09.06.24,ascot,empty,130225,,,,131445,,,,,130545,2,,2,,,,,,,,1,,,,,,,,,,,,0,,
30,383,09.06.24,ascot,empty,130225,,,,131445,,,,,130650,,,,,,,,,,,,,,,,,,,,,,,0,,
30,384,09.06.24,ascot,empty,130225,,,,131445,,,,,130718,,,,,,,,,,,,,2,,,,1,,,,,,0,,
30,385,09.06.24,ascot,empty,130225,,,,131445,,,,,130815,1,,1,1,,,,,,,,,,,,,,,,,,,0,,
30,386,09.06.24,ascot,empty,130225,,,,131445,,,,,130915,,1,1,,,,,,1,,1,,,,,,,,,,,,0,,
30,387,09.06.24,ascot,empty,130225,,,,131445,,,,,130930,,1,1,,,,,,,,,,1,,,,,,,,,,0,,
30,388,09.06.24,ascot,empty,130225,,,,131445,,,,,131050,,1,1,,,,,,,,,,,,,,,,,,,,0,,
30,389,09.06.24,ascot,empty,130225,,,,131445,,,,,131100,,1,1,,,,,,,,,,,,,,1,,,,,,1,,
30,390,09.06.24,ascot,empty,130225,,,,131445,,,,,131125,1,1,2,,,,,,,,1,,,,,,1,,,,,,1,,
30,391,09.06.24,ascot,empty,130225,,,,131445,,,,,131215,,2,2,,,,,,,,,,1,,,,1,,,,,,1,,
30,392,09.06.24,ascot,empty,130225,,,,131445,,,,,131255,,3,3,,,,,,,,,,1,,,,1,,,,,,1,,
31,393,12.06.24,ascot,starling,113455,,,,115340,,,,31_393,113520,,,3,,,1,,,1,,,,,,,1,,,,,0,closed,0,x,red kite circuling
31,394,12.06.24,ascot,starling,113455,,,,115340,,,,31_394,113630,,,3,,,,,,,,,,1,,,,,,,,0,closed,0,x,
31,395,12.06.24,ascot,starling,113455,,,,115340,,,,31_395,113730,,,3,,,,,,,,,,4,,,,,,,,0,closed,0,x,
31,396,12.06.24,ascot,starling,113455,,,,115340,,,,,113810,,,4,,,,,,,,1,,,,,,,,,,,,0,,
31,397,12.06.24,ascot,starling,113455,,,,115340,,,,31_397,113850,,,4,,,,1,,,,,,1,,,,,,,,0,closed,0,x,
31,398,12.06.24,ascot,starling,113455,,,,115340,,,,,113945,2,1,3,,1,,,,,,,,,,,,,,,,,,0,,
31,399,12.06.24,ascot,starling,113455,,,,115340,,,,,114000,2,1,3,,,,,,,,,3,,,,,,,,,,,0,,
31,400,12.06.24,ascot,starling,113455,,,,115340,,,,,114030,,,3,,,,,,,,,,,,,2,,,,,,,0,,red kite circuling
31,401,12.06.24,ascot,starling,113455,,,,115340,,,,31_401,114110,2,1,3,,1,,,,,,,,,,,2,,,,,1,starling_taxidermy,1,x,
31,402,12.06.24,ascot,starling,113455,,,,115340,,,,31_402,114232,2,1,3,,,1,,,,,,,,,,,,,,1,0,starling_taxidermy,1,x,
31,403,12.06.24,ascot,starling,113455,,,,115340,,,,,114237,2,1,3,,,,,,,,,,,,,,,,,,,,0,,
31,404,12.06.24,ascot,starling,113455,,,,115340,,,,31_404,114326,,,1,,,,,,,,,,,1,,,,,,,0,closed,0,x,
31,405,12.06.24,ascot,starling,113455,,,,115340,,,,,114405,2,1,3,,1,,,,,,3,,,,,,,,,,,,0,,
31,406,12.06.24,ascot,starling,113455,,,,115340,,,,31_406,114520,,,4,,,1,,1,,,,,1,,,,,,,,0,closed,0,x,
31,407,12.06.24,ascot,starling,113455,,,,115340,,,,,114610,,,4,,,,,,,,,,,,,,,,,,,,0,,
31,408,12.06.24,ascot,starling,113455,,,,115340,,,,31_408,114650,,,3,,,,,,,,,,,1,,,,,,,0,closed,0,x,
31,409,12.06.24,ascot,starling,113455,,,,115340,,,,,114745,,,3,,1,1,,,,,,,,1,,,,,,,,,0,,
31,410,12.06.24,ascot,starling,113455,,,,115340,,,,31_410,114855,,,3,,,,,,,,,,1,,,,,,,,0,closed,0,x,
31,411,12.06.24,ascot,starling,113455,,,,115340,,,,31_411,114942,,,3,,,1,,,,,,,,1,,,,,,,0,closed,0,x,
31,412,12.06.24,ascot,starling,113455,,,,115340,,,,,115050,,,2,,,,,,,,,,,1,,,,,,,,,0,,
31,413,12.06.24,ascot,starling,113455,,,,115340,,,,,115140,,,3,,,,,,1,,,,,1,,,,,,,,,0,,
31,414,12.06.24,ascot,starling,113455,,,,115340,,,,31_414,115237,,,3,,,,,,,,,,,,,,,,,,1,starling_taxidermy,1,x,
32,415,24.06.24,ascot,woodpecker,100910,,,,102634,,,,32_415,100920,2,1,3,,,1,,,,,,,1,,,,,,,1,0,closed,0,x,
32,416,24.06.24,ascot,woodpecker,100910,,,,102634,,,,,101003,3,5,8,,,1,,1,1,,5,,1,,,,,,,,,,0,,
32,417,24.06.24,ascot,woodpecker,100910,,,,102634,,,,32_417,101143,3,5,8,,,1,,1,1,,,,1,,,,,,,,0,closed,0,x,
32,418,24.06.24,ascot,woodpecker,100910,,,,102634,,,,,101420,2,2,4,,,,,,1,,,,1,,,,,,,,,,0,,
32,419,24.06.24,ascot,woodpecker,100910,,,,102634,,,,32_419,101445,2,2,4,,,1,,1,,,,,,,,,,,,1,0,closed,0,x,
32,420,24.06.24,ascot,woodpecker,100910,,,,102634,,,,32_420,101600,3,2,5,,,1,,1,,,1,,,,,,,,,,1,woodpecker_taxidermy,1,x,
32,421,24.06.24,ascot,woodpecker,100910,,,,102634,,,,,101740,3,3,6,,1,,,,,,,,,,,,,,,,,,1,,
32,422,24.06.24,ascot,woodpecker,100910,,,,102634,,,,32_422,101855,3,2,5,,,1,,,,,,1,1,,,,,,,,0,woodpecker_taxidermy,1,x,
32,423,24.06.24,ascot,woodpecker,100910,,,,102634,,,,,102005,2,2,4,,,1,,,1,,,1,1,,,,,,,,,,1,,
32,424,24.06.24,ascot,woodpecker,100910,,,,102634,,,,32_424,102050,2,2,4,,,1,,,,,,,1,,,2,,,,,0,woodpecker_taxidermy,1,x,
32,425,24.06.24,ascot,woodpecker,100910,,,,102634,,,,,102357,1,2,3,,,1,,,,,,,1,,,,,,,,,,1,,
32,426,24.06.24,ascot,woodpecker,100910,,,,102634,,,,32_426,102430,1,2,3,,1,,1,,,,,,1,,,,,,,,0,woodpecker_taxidermy,1,x,"starlings call and feed, male sparrow sits next to starling"
32,427,24.06.24,ascot,woodpecker,100910,,,,102634,,,,,102440,,,,,,,,,,,,3,1,,,,,,,,,,1,,
32,428,24.06.24,ascot,woodpecker,100910,,,,102634,,,,32_428,102615,2,2,4,,,,,,,,,,,,,,,,,1,0,woodpecker_taxidermy,1,x,
33,429,26.06.24,ascot,sparrow,101215,,,,102858,,,,,101335,,,,,,,,,,,,,1,,,,,,,,,,0,,
33,430,26.06.24,ascot,sparrow,101215,,,,102858,,,,33_430,101452,,,1,,,1,,,,,,,,1,,,,,,,0,closed,0,x,
33,431,26.06.24,ascot,sparrow,101215,,,,102858,,,,33_431,101725,,,2,1,,,,,,,,,1,,,,,,,,0,closed,0,x,
33,432,26.06.24,ascot,sparrow,101215,,,,102858,,,,,102010,,,2,1,,,,,,,,,,,,,,,,,,,0,,
33,433,26.06.24,ascot,sparrow,101215,,,,102858,,,,33_433,102107,,,2,1,,,,,,,,,,,,,,,,,1,sparrow_taxidermy,1,x,
33,434,26.06.24,ascot,sparrow,101215,,,,102858,,,,,102140,,,2,1,,,,,,,,,1,,,,,,,,,,1,,
33,435,26.06.24,ascot,sparrow,101215,,,,102858,,,,,102426,,,1,,,,,,,,,,,,,,,,,,,,1,,
33,436,26.06.24,ascot,sparrow,101215,,,,102858,,,,33_436,102451,,,,,,1,,,,,,,1,,,,,,,,0,sparrow_taxidermy,1,x,
33,437,26.06.24,ascot,sparrow,101215,,,,102858,,,,33_437,102648,,,1,,,,,,,,,,10,,,,1,,,,0,sparrow_taxidermy,1,x,10 starlings fly by (scared by something/mob)
34,438,11.07.24,ascot,sparrowhawk,110840,,,,112642,,,,,111015,1,,1,,1,,,,,,,,,,,,,,,,,,0,,
34,439,11.07.25,ascot,sparrowhawk,110840,,,,112642,,,,34_439,111045,1,,1,,1,,,,,,,,,,,,,,,,1,sparrowhawk_taxidermy,1,x,
34,440,11.07.26,ascot,sparrowhawk,110840,,,,112642,,,,,111135,1,,1,,,,,,,,,1,,,,,,,,,,,1,,
34,441,11.07.27,ascot,sparrowhawk,110840,,,,112642,,,,,111150,,,,,,,,,,,,,,,,,,,,,,,0,,
34,442,11.07.28,ascot,sparrowhawk,110840,,,,112642,,,,,111300,,,,,,,,,,,,,,,,,,,,,,,0,,
34,443,11.07.29,ascot,sparrowhawk,110840,,,,112642,,,,34_443,111730,,,1,,,,,,,,,,1,,,,,,,,0,closed,0,x,
34,444,11.07.30,ascot,sparrowhawk,110840,,,,112642,,,,34_444,112050,,,,,,,,,,,,,,,,1,,,,,0,closed,0,x,
34,445,11.07.31,ascot,sparrowhawk,110840,,,,112642,,,,,112130,1,,1,,,,,,,,1,,,,,,,,,,,,0,,
34,446,11.07.32,ascot,sparrowhawk,110840,,,,112642,,,,34_446,112150,1,,1,,,,,,,,,,1,,,,,,,,0,closed,0,x,
34,447,11.07.33,ascot,sparrowhawk,110840,,,,112642,,,,34_447,112250,1,,1,,,,,,,,,,,,,,,,,,1,sparrowhawk_taxidermy,1,x,
34,448,11.07.34,ascot,sparrowhawk,110840,,,,112642,,,,34_448,112340,1,,1,,,1,,,,,,,,1,,,,,,,0,sparrowhawk_taxidermy,1,x,
34,449,11.07.35,ascot,sparrowhawk,110840,,,,112642,,,,,112410,1,,1,,,,,,,,,1,,,,,,,,,,,1,,
34,450,11.07.36,ascot,sparrowhawk,110840,,,,112642,,,,34_450,112455,1,,1,,,1,,,1,,1,,,,,1,,,,,0,sparrowhawk_taxidermy,1,x,
